"","product","orderId","clientId","gender","orderdate","grossmarg"
"124","高麗菜",349,77,"女性",2017-02-13,10
"125","高麗菜",291,253,"女性",2017-01-13,10
"126","高麗菜",144,3,"女性",2017-02-21,10
"127","高麗菜",941,268,"男性",2017-01-20,10
"128","高麗菜",209,274,"男性",2017-02-01,10
"129","高麗菜",18,47,"男性",2017-02-14,10
"130","高麗菜",432,174,"女性",2017-04-08,10
"131","高麗菜",425,106,"男性",2017-02-16,10
"132","高麗菜",573,127,"男性",2017-03-17,10
"133","高麗菜",417,116,"女性",2017-02-21,10
"134","高麗菜",799,283,"男性",2017-03-03,10
"135","高麗菜",800,296,"男性",2017-02-27,10
"136","高麗菜",276,210,"女性",2017-01-31,10
"137","高麗菜",331,163,"女性",2017-03-26,10
"138","高麗菜",602,49,"女性",2017-01-07,10
"139","高麗菜",393,60,"男性",2017-03-27,10
"140","高麗菜",279,13,"男性",2017-01-27,10
"141","高麗菜",719,289,"女性",2017-01-08,10
"142","高麗菜",1000,273,"女性",2017-01-06,10
"143","高麗菜",776,218,"男性",2017-04-01,10
"144","高麗菜",343,3,"女性",2017-04-10,10
"145","高麗菜",315,76,"女性",2017-04-03,10
"146","高麗菜",131,4,"女性",2017-02-01,10
"147","高麗菜",195,119,"男性",2017-04-08,10
"148","高麗菜",365,289,"女性",2017-03-02,10
"149","高麗菜",869,202,"男性",2017-01-23,10
"150","高麗菜",758,208,"男性",2017-01-07,10
"151","高麗菜",749,279,"男性",2017-03-21,10
"152","高麗菜",957,199,"女性",2017-02-20,10
"153","高麗菜",48,239,"女性",2017-03-23,10
"154","高麗菜",677,139,"女性",2017-01-19,10
"155","高麗菜",359,62,"女性",2017-04-10,10
"156","高麗菜",71,208,"男性",2017-01-04,10
"157","高麗菜",335,62,"女性",2017-03-27,10
"158","高麗菜",58,73,"男性",2017-02-26,10
"159","高麗菜",780,139,"女性",2017-03-03,10
"160","高麗菜",475,136,"男性",2017-03-29,10
"161","高麗菜",308,91,"女性",2017-03-22,10
"162","高麗菜",781,279,"男性",2017-01-27,10
"163","高麗菜",226,162,"女性",2017-02-13,10
"164","高麗菜",449,36,"女性",2017-02-21,10
"165","高麗菜",725,277,"女性",2017-02-03,10
"166","高麗菜",208,293,"女性",2017-04-11,10
"167","高麗菜",18,47,"男性",2017-02-14,10
"168","高麗菜",441,60,"男性",2017-03-12,10
"169","高麗菜",773,250,"女性",2017-02-04,10
"170","高麗菜",319,293,"女性",2017-02-18,10
"171","高麗菜",518,12,"男性",2017-02-22,10
"172","高麗菜",220,123,"女性",2017-04-10,10
"173","高麗菜",837,96,"女性",2017-02-05,10
"174","高麗菜",451,175,"女性",2017-04-05,10
"175","高麗菜",145,258,"女性",2017-03-18,10
"176","高麗菜",312,225,"女性",2017-02-12,10
"177","高麗菜",592,229,"女性",2017-04-01,10
"178","高麗菜",534,168,"女性",2017-02-01,10
"179","高麗菜",117,20,"男性",2017-01-28,10
"180","高麗菜",54,52,"女性",2017-03-10,10
"181","高麗菜",746,171,"女性",2017-03-05,10
"182","高麗菜",176,281,"女性",2017-03-07,10
"183","高麗菜",867,87,"男性",2017-01-23,10
"184","高麗菜",454,43,"女性",2017-02-27,10
"185","高麗菜",463,185,"男性",2017-01-20,10
"186","高麗菜",513,132,"男性",2017-04-09,10
"187","高麗菜",513,132,"男性",2017-04-09,10
"188","高麗菜",231,292,"女性",2017-03-25,10
"189","高麗菜",46,88,"女性",2017-01-28,10
"190","高麗菜",769,267,"女性",2017-02-17,10
"191","高麗菜",179,81,"女性",2017-03-09,10
"192","高麗菜",396,264,"男性",2017-03-14,10
"193","高麗菜",447,172,"女性",2017-01-30,10
"194","高麗菜",804,147,"男性",2017-04-11,10
"195","高麗菜",335,62,"女性",2017-03-27,10
"196","高麗菜",32,57,"女性",2017-02-26,10
"197","高麗菜",235,209,"男性",2017-01-19,10
"198","高麗菜",515,148,"女性",2017-02-19,10
"199","高麗菜",124,66,"女性",2017-01-27,10
"200","高麗菜",42,205,"女性",2017-02-05,10
"201","高麗菜",843,288,"男性",2017-03-14,10
"202","高麗菜",318,205,"女性",2017-03-18,10
"203","高麗菜",457,28,"女性",2017-01-02,10
"204","高麗菜",181,165,"女性",2017-02-19,10
"205","高麗菜",408,153,"男性",2017-03-16,10
"206","高麗菜",82,266,"男性",2017-03-18,10
"207","高麗菜",590,83,"男性",2017-02-20,10
"208","高麗菜",487,130,"男性",2017-01-19,10
"209","高麗菜",95,190,"男性",2017-04-05,10
"210","高麗菜",459,164,"女性",2017-04-08,10
"211","高麗菜",1,166,"男性",2017-04-07,10
"212","高麗菜",115,25,"女性",2017-01-07,10
"213","高麗菜",682,81,"女性",2017-03-29,10
"214","高麗菜",708,281,"女性",2017-01-27,10
"215","高麗菜",541,49,"女性",2017-04-08,10
"216","高麗菜",183,108,"男性",2017-02-28,10
"217","高麗菜",817,147,"男性",2017-03-12,10
"218","高麗菜",381,272,"男性",2017-01-21,10
"219","高麗菜",461,74,"男性",2017-01-27,10
"220","高麗菜",20,77,"女性",2017-01-09,10
"221","高麗菜",593,6,"女性",2017-02-13,10
"222","高麗菜",575,261,"男性",2017-01-28,10
"223","高麗菜",462,59,"女性",2017-03-03,10
"224","高麗菜",914,246,"男性",2017-02-27,10
"225","高麗菜",147,148,"女性",2017-01-02,10
"226","高麗菜",575,261,"男性",2017-01-28,10
"227","高麗菜",712,274,"男性",2017-03-07,10
"228","高麗菜",383,182,"女性",2017-01-14,10
"229","高麗菜",222,284,"女性",2017-01-19,10
"230","高麗菜",803,160,"女性",2017-01-07,10
"231","高麗菜",100,243,"男性",2017-03-29,10
"232","高麗菜",90,62,"女性",2017-02-17,10
"233","高麗菜",346,13,"男性",2017-03-16,10
"234","高麗菜",485,3,"女性",2017-02-28,10
"235","高麗菜",870,60,"男性",2017-03-18,10
"236","高麗菜",297,174,"女性",2017-01-11,10
"237","高麗菜",686,14,"男性",2017-03-18,10
"238","高麗菜",188,202,"男性",2017-01-18,10
"239","高麗菜",968,173,"男性",2017-04-07,10
"240","高麗菜",494,53,"男性",2017-02-07,10
"241","高麗菜",415,178,"男性",2017-01-28,10
"242","高麗菜",549,97,"女性",2017-03-11,10
"243","高麗菜",467,88,"女性",2017-01-22,10
"244","高麗菜",161,220,"女性",2017-01-13,10
"245","高麗菜",416,151,"女性",2017-03-26,10
"246","高麗菜",264,230,"女性",2017-01-31,10
"247","高麗菜",901,60,"男性",2017-01-09,10
"248","高麗菜",275,297,"女性",2017-04-08,10
"249","高麗菜",773,250,"女性",2017-02-04,10
"250","高麗菜",610,113,"男性",2017-03-27,10
"251","高麗菜",199,256,"男性",2017-04-02,10
"252","高麗菜",127,133,"男性",2017-02-25,10
"253","高麗菜",998,42,"男性",2017-03-20,10
"254","高麗菜",913,263,"女性",2017-02-09,10
"255","高麗菜",972,85,"女性",2017-01-30,10
"256","高麗菜",164,264,"男性",2017-02-26,10
"257","高麗菜",717,49,"女性",2017-03-27,10
"258","高麗菜",856,38,"女性",2017-02-23,10
"259","高麗菜",418,141,"女性",2017-04-07,10
"260","高麗菜",54,52,"女性",2017-03-10,10
"261","高麗菜",392,106,"男性",2017-03-08,10
"262","高麗菜",470,187,"女性",2017-03-01,10
"263","高麗菜",526,7,"女性",2017-01-22,10
"264","高麗菜",453,11,"男性",2017-01-19,10
"265","高麗菜",839,140,"女性",2017-03-25,10
"266","高麗菜",286,156,"女性",2017-02-26,10
"267","高麗菜",10,59,"女性",2017-04-03,10
"268","高麗菜",674,278,"男性",2017-02-08,10
"269","高麗菜",89,13,"男性",2017-02-19,10
"270","高麗菜",63,229,"女性",2017-02-22,10
"271","高麗菜",535,152,"男性",2017-03-21,10
"272","高麗菜",759,25,"女性",2017-03-23,10
"273","高麗菜",334,119,"男性",2017-01-18,10
"274","高麗菜",737,210,"女性",2017-04-08,10
"275","高麗菜",465,16,"女性",2017-01-13,10
"276","高麗菜",169,71,"女性",2017-01-23,10
"277","高麗菜",31,43,"女性",2017-03-28,10
"278","高麗菜",197,232,"男性",2017-02-23,10
"279","高麗菜",779,73,"男性",2017-01-18,10
"280","高麗菜",779,73,"男性",2017-01-18,10
"281","高麗菜",638,224,"女性",2017-03-28,10
"282","高麗菜",871,29,"女性",2017-04-11,10
"283","高麗菜",198,39,"女性",2017-01-22,10
"284","高麗菜",752,67,"男性",2017-02-04,10
"285","高麗菜",698,117,"男性",2017-03-01,10
"286","高麗菜",254,190,"男性",2017-04-11,10
"287","高麗菜",507,93,"女性",2017-01-05,10
"288","高麗菜",282,103,"女性",2017-02-26,10
"289","高麗菜",836,255,"男性",2017-03-06,10
"290","高麗菜",808,232,"男性",2017-03-06,10
"291","高麗菜",988,112,"女性",2017-03-20,10
"292","高麗菜",855,93,"女性",2017-04-04,10
"293","高麗菜",837,96,"女性",2017-02-05,10
"294","高麗菜",114,79,"男性",2017-02-14,10
"295","高麗菜",311,159,"男性",2017-04-08,10
"296","高麗菜",311,159,"男性",2017-04-08,10
"297","高麗菜",86,73,"男性",2017-03-26,10
"298","高麗菜",983,5,"男性",2017-01-17,10
"299","高麗菜",9,93,"女性",2017-01-16,10
"300","高麗菜",670,159,"男性",2017-01-23,10
"301","高麗菜",259,104,"女性",2017-02-16,10
"302","高麗菜",285,98,"男性",2017-03-27,10
"303","高麗菜",867,87,"男性",2017-01-23,10
"304","高麗菜",410,200,"男性",2017-02-10,10
"305","高麗菜",443,276,"男性",2017-03-20,10
"306","高麗菜",480,43,"女性",2017-01-12,10
"307","高麗菜",684,28,"女性",2017-04-03,10
"308","高麗菜",45,124,"男性",2017-01-09,10
"309","高麗菜",818,10,"男性",2017-02-01,10
"310","高麗菜",629,46,"女性",2017-01-12,10
"311","高麗菜",606,281,"女性",2017-02-06,10
"312","高麗菜",965,254,"女性",2017-03-24,10
"313","高麗菜",786,290,"女性",2017-02-18,10
"314","高麗菜",422,134,"男性",2017-03-18,10
"315","高麗菜",31,43,"女性",2017-03-28,10
"316","高麗菜",376,126,"男性",2017-02-18,10
"317","高麗菜",13,105,"男性",2017-03-24,10
"318","高麗菜",205,197,"女性",2017-02-17,10
"319","高麗菜",646,108,"男性",2017-01-28,10
"320","高麗菜",348,194,"女性",2017-02-16,10
"321","高麗菜",625,211,"女性",2017-01-28,10
"322","高麗菜",438,295,"女性",2017-03-13,10
"323","高麗菜",93,102,"男性",2017-02-14,10
"324","高麗菜",732,57,"女性",2017-03-22,10
"325","高麗菜",125,234,"女性",2017-01-26,10
"326","高麗菜",788,197,"女性",2017-02-15,10
"327","高麗菜",153,93,"女性",2017-03-26,10
"328","高麗菜",626,23,"男性",2017-02-11,10
"329","高麗菜",125,234,"女性",2017-01-26,10
"330","高麗菜",43,64,"女性",2017-03-15,10
"331","高麗菜",43,64,"女性",2017-03-15,10
"332","高麗菜",755,83,"男性",2017-01-08,10
"333","高麗菜",408,153,"男性",2017-03-16,10
"334","高麗菜",409,270,"男性",2017-03-16,10
"335","高麗菜",789,95,"女性",2017-01-17,10
"336","高麗菜",913,263,"女性",2017-02-09,10
"337","高麗菜",612,54,"男性",2017-02-25,10
"338","高麗菜",627,172,"女性",2017-03-01,10
"339","高麗菜",409,270,"男性",2017-03-16,10
"340","高麗菜",683,227,"女性",2017-02-02,10
"341","高麗菜",542,149,"女性",2017-02-05,10
"342","高麗菜",69,113,"男性",2017-02-27,10
"343","高麗菜",20,77,"女性",2017-01-09,10
"344","高麗菜",138,294,"女性",2017-01-19,10
"345","高麗菜",784,293,"女性",2017-01-05,10
"346","高麗菜",69,113,"男性",2017-02-27,10
"347","高麗菜",62,213,"男性",2017-01-05,10
"348","高麗菜",46,88,"女性",2017-01-28,10
"349","高麗菜",184,283,"男性",2017-01-05,10
"350","高麗菜",130,62,"女性",2017-02-06,10
"351","高麗菜",314,240,"女性",2017-01-08,10
"352","高麗菜",481,36,"女性",2017-01-04,10
"353","高麗菜",935,34,"男性",2017-02-01,10
"354","高麗菜",288,245,"女性",2017-02-10,10
"355","高麗菜",841,204,"女性",2017-02-23,10
"356","高麗菜",187,67,"男性",2017-03-01,10
"357","高麗菜",242,125,"男性",2017-01-12,10
"358","高麗菜",384,78,"女性",2017-02-06,10
"359","高麗菜",242,125,"男性",2017-01-12,10
"360","高麗菜",494,53,"男性",2017-02-07,10
"361","高麗菜",298,106,"男性",2017-03-07,10
"362","高麗菜",570,146,"女性",2017-01-19,10
"363","高麗菜",189,192,"男性",2017-03-31,10
"364","高麗菜",386,198,"女性",2017-03-18,10
"365","高麗菜",607,67,"男性",2017-01-29,10
"366","高麗菜",639,260,"女性",2017-03-12,10
"367","高麗菜",416,151,"女性",2017-03-26,10
"368","高麗菜",580,120,"女性",2017-01-10,10
"369","高麗菜",360,281,"女性",2017-02-17,10
"370","高麗菜",362,27,"男性",2017-03-05,10
"371","高麗菜",885,256,"男性",2017-04-04,10
"372","高麗菜",762,170,"女性",2017-01-31,10
"373","高麗菜",52,75,"男性",2017-04-10,10
"374","高麗菜",136,28,"女性",2017-01-27,10
"375","高麗菜",137,28,"女性",2017-01-19,10
"376","高麗菜",311,159,"男性",2017-04-08,10
"377","高麗菜",894,165,"女性",2017-03-26,10
"378","高麗菜",913,263,"女性",2017-02-09,10
"379","高麗菜",340,163,"女性",2017-03-03,10
"380","高麗菜",330,60,"男性",2017-03-27,10
"381","高麗菜",824,296,"男性",2017-03-11,10
"382","高麗菜",526,7,"女性",2017-01-22,10
"383","高麗菜",279,13,"男性",2017-01-27,10
"384","高麗菜",622,115,"男性",2017-01-13,10
"385","高麗菜",627,172,"女性",2017-03-01,10
"386","高麗菜",166,116,"女性",2017-04-01,10
"387","高麗菜",933,283,"男性",2017-03-01,10
"388","高麗菜",672,187,"女性",2017-03-25,10
"389","高麗菜",434,119,"男性",2017-01-03,10
"390","高麗菜",905,220,"女性",2017-02-25,10
"391","高麗菜",323,248,"女性",2017-02-24,10
"392","高麗菜",880,168,"女性",2017-02-15,10
"393","高麗菜",287,70,"男性",2017-01-24,10
"394","高麗菜",224,18,"男性",2017-03-23,10
"395","高麗菜",793,268,"男性",2017-03-13,10
"396","高麗菜",557,69,"男性",2017-03-29,10
"397","高麗菜",890,24,"男性",2017-02-14,10
"398","高麗菜",224,18,"男性",2017-03-23,10
"399","高麗菜",141,227,"女性",2017-03-01,10
"400","高麗菜",977,39,"女性",2017-03-28,10
"401","高麗菜",638,224,"女性",2017-03-28,10
"402","高麗菜",994,87,"男性",2017-02-01,10
"403","高麗菜",262,141,"女性",2017-01-11,10
"404","高麗菜",891,85,"女性",2017-01-21,10
"405","高麗菜",950,138,"女性",2017-01-24,10
"406","高麗菜",733,106,"男性",2017-02-11,10
"407","高麗菜",368,93,"女性",2017-01-27,10
"408","高麗菜",639,260,"女性",2017-03-12,10
"409","高麗菜",508,234,"女性",2017-02-13,10
"410","高麗菜",467,88,"女性",2017-01-22,10
"411","高麗菜",835,79,"男性",2017-01-05,10
"412","高麗菜",59,98,"男性",2017-02-13,10
"413","高麗菜",533,294,"女性",2017-01-05,10
"414","高麗菜",451,175,"女性",2017-04-05,10
"415","高麗菜",619,28,"女性",2017-03-20,10
"416","高麗菜",136,28,"女性",2017-01-27,10
"417","高麗菜",469,47,"男性",2017-03-09,10
"418","高麗菜",37,221,"男性",2017-03-16,10
"419","高麗菜",633,218,"男性",2017-02-15,10
"420","高麗菜",784,293,"女性",2017-01-05,10
"421","高麗菜",866,13,"男性",2017-01-24,10
"422","高麗菜",952,124,"男性",2017-03-07,10
"423","高麗菜",642,148,"女性",2017-02-05,10
"424","高麗菜",543,189,"男性",2017-02-22,10
"425","高麗菜",827,117,"男性",2017-01-17,10
"426","高麗菜",991,264,"男性",2017-02-01,10
"427","高麗菜",818,10,"男性",2017-02-01,10
"428","高麗菜",491,130,"男性",2017-02-04,10
"429","高麗菜",810,110,"男性",2017-02-10,10
"430","高麗菜",184,283,"男性",2017-01-05,10
"431","高麗菜",130,62,"女性",2017-02-06,10
"432","高麗菜",675,47,"男性",2017-01-29,10
"433","高麗菜",357,170,"女性",2017-04-06,10
"434","高麗菜",595,97,"女性",2017-01-06,10
"435","高麗菜",616,66,"女性",2017-02-20,10
"436","高麗菜",955,265,"女性",2017-01-26,10
"437","高麗菜",514,42,"男性",2017-01-19,10
"438","高麗菜",957,199,"女性",2017-02-20,10
"439","高麗菜",646,108,"男性",2017-01-28,10
"440","高麗菜",869,202,"男性",2017-01-23,10
"441","高麗菜",42,205,"女性",2017-02-05,10
"442","高麗菜",499,94,"女性",2017-04-03,10
"443","高麗菜",549,97,"女性",2017-03-11,10
"444","高麗菜",957,199,"女性",2017-02-20,10
"445","高麗菜",407,176,"男性",2017-03-24,10
"446","高麗菜",631,9,"女性",2017-02-23,10
"447","高麗菜",42,205,"女性",2017-02-05,10
"448","高麗菜",571,182,"女性",2017-04-06,10
"449","高麗菜",900,7,"女性",2017-03-07,10
"450","高麗菜",667,216,"男性",2017-01-29,10
"451","高麗菜",632,176,"男性",2017-03-22,10
"452","高麗菜",988,112,"女性",2017-03-20,10
"453","高麗菜",854,274,"男性",2017-02-07,10
"454","高麗菜",76,218,"男性",2017-03-06,10
"455","高麗菜",211,206,"女性",2017-02-07,10
"456","高麗菜",425,106,"男性",2017-02-16,10
"457","高麗菜",255,219,"女性",2017-01-07,10
"458","高麗菜",469,47,"男性",2017-03-09,10
"459","高麗菜",641,123,"女性",2017-01-27,10
"460","高麗菜",351,72,"男性",2017-01-08,10
"461","高麗菜",128,286,"女性",2017-02-10,10
"462","高麗菜",293,58,"男性",2017-03-07,10
"463","高麗菜",848,296,"男性",2017-03-12,10
"464","高麗菜",222,284,"女性",2017-01-19,10
"465","高麗菜",175,99,"男性",2017-01-17,10
"466","高麗菜",221,270,"男性",2017-01-26,10
"467","高麗菜",962,236,"女性",2017-03-20,10
"468","高麗菜",523,281,"女性",2017-01-16,10
"469","高麗菜",98,3,"女性",2017-02-25,10
"470","高麗菜",220,123,"女性",2017-04-10,10
"471","高麗菜",356,7,"女性",2017-02-15,10
"472","高麗菜",433,67,"男性",2017-04-04,10
"473","高麗菜",513,132,"男性",2017-04-09,10
"474","高麗菜",435,231,"女性",2017-03-21,10
"475","高麗菜",204,280,"女性",2017-03-08,10
"476","高麗菜",71,208,"男性",2017-01-04,10
"477","高麗菜",215,44,"女性",2017-04-08,10
"478","高麗菜",546,83,"男性",2017-02-24,10
"479","高麗菜",578,289,"女性",2017-03-02,10
"480","高麗菜",696,293,"女性",2017-03-05,10
"481","高麗菜",145,258,"女性",2017-03-18,10
"482","高麗菜",726,251,"男性",2017-01-26,10
"483","高麗菜",905,220,"女性",2017-02-25,10
"484","高麗菜",218,115,"男性",2017-02-14,10
"485","高麗菜",910,264,"男性",2017-02-11,10
"486","高麗菜",398,137,"男性",2017-01-22,10
"487","高麗菜",589,268,"男性",2017-02-08,10
"488","高麗菜",969,159,"男性",2017-03-12,10
"489","高麗菜",853,161,"女性",2017-01-29,10
"490","高麗菜",988,112,"女性",2017-03-20,10
"491","高麗菜",550,109,"女性",2017-02-11,10
"492","高麗菜",822,164,"女性",2017-02-17,10
"493","高麗菜",837,96,"女性",2017-02-05,10
"494","高麗菜",627,172,"女性",2017-03-01,10
"495","高麗菜",490,47,"男性",2017-02-22,10
"496","高麗菜",136,28,"女性",2017-01-27,10
"497","高麗菜",716,80,"男性",2017-03-24,10
"498","高麗菜",533,294,"女性",2017-01-05,10
"499","高麗菜",509,73,"男性",2017-03-28,10
"500","高麗菜",951,247,"女性",2017-01-27,10
"501","高麗菜",104,300,"男性",2017-01-07,10
"502","高麗菜",29,204,"女性",2017-03-05,10
"503","高麗菜",302,171,"女性",2017-01-08,10
"504","高麗菜",838,191,"女性",2017-01-12,10
"505","高麗菜",905,220,"女性",2017-02-25,10
"506","高麗菜",184,283,"男性",2017-01-05,10
"507","高麗菜",456,24,"男性",2017-03-03,10
"508","高麗菜",64,117,"男性",2017-04-04,10
"509","高麗菜",629,46,"女性",2017-01-12,10
"510","高麗菜",783,64,"女性",2017-01-15,10
"511","高麗菜",706,225,"女性",2017-03-09,10
"512","高麗菜",639,260,"女性",2017-03-12,10
"513","高麗菜",712,274,"男性",2017-03-07,10
"514","高麗菜",869,202,"男性",2017-01-23,10
"515","高麗菜",703,228,"女性",2017-04-04,10
"516","高麗菜",889,294,"女性",2017-02-08,10
"517","高麗菜",141,227,"女性",2017-03-01,10
"518","高麗菜",804,147,"男性",2017-04-11,10
"519","高麗菜",80,122,"男性",2017-01-24,10
"520","高麗菜",182,177,"女性",2017-03-15,10
"521","高麗菜",497,209,"男性",2017-04-07,10
"522","高麗菜",510,168,"女性",2017-01-11,10
"523","高麗菜",199,256,"男性",2017-04-02,10
"524","高麗菜",283,130,"男性",2017-01-23,10
"525","高麗菜",699,119,"男性",2017-01-16,10
"526","高麗菜",687,167,"女性",2017-02-10,10
"527","高麗菜",570,146,"女性",2017-01-19,10
"528","高麗菜",475,136,"男性",2017-03-29,10
"529","高麗菜",853,161,"女性",2017-01-29,10
"530","高麗菜",360,281,"女性",2017-02-17,10
"531","高麗菜",225,160,"女性",2017-04-11,10
"532","高麗菜",951,247,"女性",2017-01-27,10
"533","高麗菜",325,147,"男性",2017-02-28,10
"534","高麗菜",713,15,"女性",2017-02-08,10
"535","高麗菜",366,244,"女性",2017-01-22,10
"536","高麗菜",822,164,"女性",2017-02-17,10
